comparison,p_value,active_features,active_group
HSP90B1_vs_AHR,0.000298700733984475,ABL2/ACTR3/AIF1/ANXA4/APBB1IP/COMT/DDAH2/ERBIN/GSK3B/HEXB/HSPB1/ITGB5/ITM2C/KCTD20/MS4A7/MSRA/NME4/NORAD/NUDT14/PDLIM7/PFKP/PPP1CB/PRKAR2A/PTPN12/SCPEP1/SLC16A3/STARD4/STK17A/TALDO1/TNFSF10/TPRA1/UXS1/YWHAG/ZYX,7/11/13
IRAK4_vs_AHR,1.25114213734272e-07,ABCF1/ACTR3/AIF1/APBB1IP/ARGLU1/ARL6IP1/ATF4/CCPG1/GPNMB/ICOSLG/IRF2BP2/JUND/LPGAT1/MED13L/MEIS2/MS4A7/NECTIN2/NFKB2/NORAD/PBX3/PRDM1/PTTG1/RBM23/RELB/RUNX1/SATB1/SKAP2/TNFRSF9/TPRA1/UGCG/ZEB2,3/10/12/13/32
TRAF6_vs_AHR,8.64922428901799e-09,ABL2/ACTR3/ARGLU1/ATF4/CCPG1/GLS/IER5/JUND/KLF3/KLF5/LMO2/MAFG/MED13L/MED28/MEF2A/MEIS2/MS4A7/NFKB2/NFKBIZ/NORAD/PBX3/POU2F2/PRDM1/PTBP3/PTPN12/RUNX1/SATB1/SEC63/TNPO1/TPRA1/UBE2J1/UXT/ZEB2,3/5/8/13/17
IKBKB_vs_AHR,8.11261565372676e-05,ARPC5L/ATF4/CCPG1/CLTB/COL6A1/CTDNEP1/EIF4EBP1/GLRX3/HAX1/JUND/KPNA4/MAGOH/MARK3/MED13L/MEF2A/MEIS2/METTL26/MRPS15/PBX3/PRDM1/PRDX4/RNH1/RUNX1/SATB1/SEC63/SELENOF/SRSF9/STOML2/TM9SF2/TNPO1/UBE2M,3/5/14/27
RNF31_vs_AHR,0.0733813111754618,EIF2S2/ENG/KCNQ4/KRT10/PRDX4/SELENOF,14
MEF2C_vs_AHR,4.86342585575297e-07,ANXA11/ARGLU1/ATF4/CAPZA1/CCAR1/CCPG1/CDC42EP3/CHMP3/CNIH4/DHRS3/DNAJB14/ERGIC1/FKBP2/GTF2B/JUND/KLF3/KLF5/LMO2/MAFG/MED13L/MED28/MEF2A/MEIS2/MGST3/MS4A7/NCOA7/NFKB2/NFKBIZ/NORAD/PBX3/PPP1R18/PRDM1/PTBP3/PXDC1/RNF145/RUNX1/SATB1/SEC22B/SERTAD2/SNX6/STAT3/STK17A/TEX264/UBE2J1/ZEB2,2/3/7/8/9/13
SBDS_vs_AHR,0.425859608676782,"",""
CSNK1A1_vs_AHR,6.04351543001932e-10,ABCF1/ACTR3/ATOX1/CD276/CDK6/CELF2/GPNMB/ICOSLG/IRF2BP2/LCP2/MS4A7/NCAM1/NECTIN2/NORAD/PTPN12/RBM23/RELB/SKAP2/SKIL/TPRA1/UGCG,10/12/13/17
ARPC4_vs_AHR,0.00097240364080469,CLIC1/FBXW5/FLNA/JMJD1C/SH3BGRL3/TLN1/VKORC1,21
PPP2R1A_vs_AHR,0.0575061260494642,CFLAR/COL6A1/CRTAP/EIF2S2/EMC10/ENG/KCNQ4/MYH9/PRDX4/QKI/RBBP6/SELENOF/WASF2,""
MIDN_vs_AHR,0.0125427994050804,ATOX1/CD40/CELF2/GLS/SELENON/SLC39A7/TMBIM6,17
XPR1_vs_AHR,1.90784073313875e-08,ABCF1/ARPC5L/CCPG1/CD276/CDC42EP3/CLTB/COL9A2/CTDNEP1/DDT/EIF4EBP1/GLRX3/GPNMB/ICOSLG/IRF2BP2/KLF3/LSM7/MAGOH/METTL26/MINOS1/MRPL18/MRPS15/NECTIN2/NUDC/PBX3/PGAM1/PPP1R18/PRDM1/PRELID1/PSMC5/RBM23/RELB/REX1BD/RNH1/RRP36/SATB1/SKAP2/SRSF9/STOML2/TM9SF2/TMED9/TNFRSF9/UBE2M,3/9/12/27
TYK2_vs_AHR,0.00163336454212511,APOL6/PLSCR1/PNPT1/RNF213/TRIM25/TRIM38,31
CYLD_vs_AHR,0.00539658303067154,ANPEP/ANXA11/ARL8B/ASAH1/CHMP3/CHMP4B/DENND3/DENND4A/GLIPR1/M6PR/MOB1A/NEU1/SLC3A2/SNX6/VAPA,2/18
ADO_vs_AHR,0.767413988174326,"",""
PGM3_vs_AHR,0.000238335953103378,"",""
MAPK1_vs_AHR,0.000992433183161928,ANXA4/ATRX/BAG1/BNIP3L/CLTB/COMT/CPEB4/DDAH2/GLO1/GLRX3/GSK3B/IER2/ITM2C/KCTD20/METTL26/MORF4L1/MSRA/NCAM1/NME4/NUDT14/PEA15/PGAM1/PPIE/PRELID1/PSMC5/RHEB/RNH1/SELENOS/SKIL/SMS/SRSF9/STARD4/STK17A/STOML2/TMED9/TNFSF10/TOMM20/TRMT112/UBE2M/UGCG/ZNF622,7/10/11/27
TLR2_vs_AHR,0.000297280552559779,ABL2/ACTR3/ADAM10/APBB1IP/BAZ1A/CNN2/ITGAV/LYRM4/MS4A7/NORAD/PDLIM7/PPP1CB/PRKAR2A/PTP4A1/PTPN12/SPN/TPRA1,13/20
STK11_vs_AHR,0.00128759848055519,ABL2/ACTR3/ITGB2/ITGB7/MRC2/MS4A7/NORAD/PTPN12/ZYX,13
SEPHS2_vs_AHR,0.304818591097142,"",""
STAT2_vs_AHR,0.000463395589290159,APOL6/CD40/CELF2/GLS/IFIH1/IFIT1/OAS3/PHACTR4/PLSCR1/PNPT1/RBCK1/RNF213/SAMHD1/TRIM25/TRIM38/USP18,17/31
MAP3K7_vs_AHR,0.0779518265494036,ANP32E/ARL6IP1/BAZ1B/BUB3/CENPF/CKS1B/CXXC5/DOCK8/LPGAT1/PLXNB2/PTTG1/RAD21/RNF5/SMC1A/TOP2A/TPR,32
RAB5C_vs_AHR,0.000324083125468783,ANPEP/ANXA11/ANXA4/ARL8B/ASAH1/ATP13A3/ATP6V1B2/ATP6V1H/CD82/CHMP3/CHMP4B/CMTM6/CTSZ/DYNC1H1/GLIPR1/GNAI3/GOLIM4/GSK3B/HGSNAT/IGF2R/ITM2C/M6PR/NCSTN/NEU1/NRG1/PAK2/RAB10/SDF2L1/SELENOS/SLC3A2/SNX2/SNX3/SNX6/STEAP4/STK17A/TCIRG1/TMEM165/TMEM30A/TNFSF10/VAPA/VPS26A/ZNF622,2/7
ALG2_vs_AHR,0.690793092348509,AREG/CD70/CKLF/GDF15/IL1A/METRNL/OSGIN2/TYMP,15
MYD88_vs_PRDM1,0.109276136137557,"",""
IKBKG_vs_PRDM1,0.855013044890832,AP3B1/MYL9/VKORC1,21
TAB1_vs_PRDM1,0.349808592624445,"",""
IFNAR1_vs_PRDM1,0.270927885685177,"",""
TXNDC17_vs_PRDM1,0.0953202531139756,"",""
FLI1_vs_PRDM1,0.653037881966504,"",""
MAPK14_vs_PRDM1,0.938214395502405,"",""
KIDINS220_vs_PRDM1,0.200903763468932,PCLAF/SUPT16H/TYMS,33
MAP2K1_vs_PRDM1,0.559710510006902,DENND3/GDI2/MOB1A/NAA20/NDFIP1/NUCB1,18
YEATS4_vs_PRDM1,0.083809735234728,"",""
ATXN7L3_vs_PRDM1,0.681311110599584,AP3B1/ARID1B/CD276/EVL/FBXW5/LAT2/MYL9/RBM23/RELB/SWAP70/VKORC1,9/12/21
AHR_vs_PRDM1,0.0149788097426062,ACADVL/ACTR3/ADAM17/APBB1IP/ARID1B/ATF4/AUP1/BLOC1S1/CD151/CD99/DDT/EIF3I/EIF4EBP1/ELOC/HDGF/HIVEP3/HMGA1/IER5/ITGAV/ITGB2/ITGB5/KLF5/LIPA/MAFG/MAGOH/MED13L/MED28/MEIS2/MRPL47/MRPL52/MRPL54/MRPS15/NDUFV2/NFKB2/OS9/PCBP1/POLR2J/PPARD/PRDM1/PRKAR2A/PSMB3/PTPN12/RAB11A/RAP2C/RBM23/RELB/RNH1/SCAMP3/SNRPA1/SNRPC/SNRPD2/SRA1/STAT3/STOML2/STUB1/SWAP70/TAB2/TMEM106A/TOMM20/TRMT112/UXT/ZYX,3/12/13/27
TNFAIP3_vs_PRDM1,0.31650576910281,ABCF1/ARID1B/IRF1/LAT2/RBM23/RELB/SWAP70,12
JUNB_vs_PRDM1,0.000387689837342529,ATF4/AZIN1/CCND1/CCND3/COMMD6/CREM/DAP/HIVEP3/HMGA1/IER5/JUN/KLF5/LIPA/LMO2/MAFG/MED13L/MED28/MEIS2/PCBP1/PIM1/PPARD/PRDM1/PSMA3/PTBP3/RUNX3/STAT3/UXT,3/19
TIRAP_vs_PRDM1,0.12598418528086,ATF4/ATP5MC1/COX8A/HMGA1/IER5/MAFG/MED13L/MED28/MZT2B/NDUFB6/NFKB2/PCBP1/PPARD/PRDM1/RAP2C/SATB1/SLC25A39/SMDT1/STAT3/TECR/TMEM256/UXT,3/39
TRIB1_vs_PRDM1,0.0428968533543225,ADAM10/SPN/STK10,20
PICALM_vs_PRDM1,0.630473244603891,ADAM10/PTP4A1/SPN/TMEM123,20
EHMT2_vs_PRDM1,0.0208309453583275,ATP5MC1/COX8A/FKBP3/GTF3A/MZT2B/NDUFB6/SLC25A39/SMDT1/TECR/TMEM256,39
STAT1_vs_PRDM1,0.0367683679992024,"",""
RELA_vs_PRDM1,0.00803186616002501,ATF4/DHFR/KPNB1/PAXX/PCLAF/PPARD/PRKDC/STAT3/SUPT16H/TYMS,3/33
TLR1_vs_PRDM1,0.0051560247667429,ATF4/MED13L/STAT3,""
CEBPG_vs_PRDM1,0.500335311533085,"",""
IRAK1_vs_PRDM1,0.287802079938809,ABL2/ACTR3/APBB1IP/ERBIN/ITGAV/ITGB2/ITGB5/ITGB7/MRC2/PRKAR2A/PTPN12/TNS3/ZYX,13
MAP2K2_vs_PRDM1,0.779165816516079,"",""
DNTTIP1_vs_PRDM1,0.262659169400137,DHFR/KPNB1/PCLAF/SUPT16H/TYMS,""
HSP90B1_vs_PRDM1,0.00177256336578976,ABL2/ACTR3/APBB1IP/CD99/ERBIN/ITGAV/ITGB2/ITGB5/LAP3/MRC2/MS4A7/OGFRL1/PRKAR2A/PTPN12/TNS3/ZYX,13
IRAK4_vs_PRDM1,0.0147110215634908,ABL2/APBB1IP/ARID1B/ATF4/CD99/ERBIN/HMGA1/IER5/ITGAV/ITGB2/ITGB5/LIPA/MAFG/MED13L/MED28/MRC2/PCBP1/PPARD/PRDM1/PRKAR2A/PTPN12/PTTG1/RAP2C/RBM23/RELB/RUNX3/SATB1/STAT3/TNS3/TPRA1/UXT/ZYX,3/12/13/32
TRAF6_vs_PRDM1,0.0453717767346926,ABL2/ACTR3/ADAM17/AIF1/APBB1IP/CD99/CNN2/ERBIN/ITGAV/ITGB2/ITGB5/MRC2/MS4A7/OGFRL1/PRKAR2A/PTPN12/TNS3/YWHAG/ZYX,13
IKBKB_vs_PRDM1,0.0479386189735015,ACADVL/AUP1/AZIN1/BLOC1S1/CCND1/CCND3/CNPY2/COMMD6/DAP/MAGOH/MRPL47/MRPL54/OS9/PIM1/PSMA3/RPS27L/STOML2/STUB1/TAB2/TRMT112,19/27
RNF31_vs_PRDM1,0.516606086030113,"",""
MEF2C_vs_PRDM1,0.0676450118166215,ATF4/AZIN1/CARD19/CCND1/CCND3/CNPY2/COMMD6/DAP/DOT1L/ECM1/FAM89B/FKBP8/HPCAL1/MED13L/MIER1/PCBP1/PPARD/PRDM1/PSMA3/PTPRJ/RAP2C/STAT3/TAOK3/UXT,3/4/19
SBDS_vs_PRDM1,0.096130752551046,"",""
CSNK1A1_vs_PRDM1,0.0150073388522134,DHFR/HNRNPF/HNRNPR/KPNB1/PAXX/PCLAF/PRKDC/SUPT16H/TYMS,33
ARPC4_vs_PRDM1,0.0666584942086023,"",""
PPP2R1A_vs_PRDM1,0.887953065114228,"",""
MIDN_vs_PRDM1,0.628822706043554,"",""
XPR1_vs_PRDM1,0.0190044318427868,ATP5MC1/CARD19/COX8A/CWC15/DOT1L/FAM89B/G3BP2/GSPT1/MZT2B/NUDT5/PFDN1/PPP2CA/TAOK3/TECR/THOC2/TMED4/TMEM256,4/29/30/39
TYK2_vs_PRDM1,0.6941119112372,"",""
CYLD_vs_PRDM1,0.197512426046326,"",""
ADO_vs_PRDM1,0.00562184538020287,C6orf62/CAPZB/HSBP1/NDUFAF8/PDCD5/PHB/PPP1R14B/SF3B6/TKT/TUFM/UQCR11,""
PGM3_vs_PRDM1,0.0869671660656845,COPS5/CWC15/GNB2/NDUFB8/NDUFC2/NDUFS2/NUDT5/PFDN1/RER1/RNF19B/SF3B2/SLTM/SMIM19/SNF8/THOC2/TMED4/ZMAT2,29
MAPK1_vs_PRDM1,0.184304899153981,ABL2/ADAM10/BAZ1A/ITGAV/ITGB5/PRKAR2A/PTP4A1/PTPN12/SPN/STK10/TNS3/ZYX,13/20
TLR2_vs_PRDM1,0.353006271850698,ABL2/APBB1IP/ERBIN/ITGAV/ITGB5/MRC2/PRKAR2A/PTPN12/TNS3/VKORC1/ZYX,13/21
STK11_vs_PRDM1,0.672145244109778,"",""
SEPHS2_vs_PRDM1,0.912028581919345,"",""
STAT2_vs_PRDM1,0.800898486111533,"",""
MAP3K7_vs_PRDM1,0.224248349968933,"",""
RAB5C_vs_PRDM1,0.0244237212024354,"",""
ALG2_vs_PRDM1,0.273346129443388,"",""
MYD88_vs_TNFAIP3,0.00385436694394483,CLIC4/COL6A1/CRTAP/EIF2S2/QKI/RBBP6/RCN1,14
IKBKG_vs_TNFAIP3,0.714362910826502,GPBP1/MED13L/POU2F2/SYF2,3
TAB1_vs_TNFAIP3,0.594767178330464,EIF4EBP2/TYMS,33
IFNAR1_vs_TNFAIP3,0.533541399467978,ABCF1/C5AR1/CD276/CD58/CDC37/CNPY3/CSNK1A1/FXR1/GBP2/ICOSLG/IFITM2/JAK1/LGALS9/MAP3K8/MRPL15/NINJ1/NMI/NPC2/OTULIN/PJA2/PLCG2/PML/PTPN1/PTPRC/PUM1/RAC2/RASSF5/RBM23/SELENOW/SMARCA5/STIP1/STMP1/TNIP1/ZC3HAV1/ZMPSTE24,6/12/31
TXNDC17_vs_TNFAIP3,0.758162524508521,"",""
FLI1_vs_TNFAIP3,0.852148390233645,"",""
MAPK14_vs_TNFAIP3,0.0559460432221557,"",""
KIDINS220_vs_TNFAIP3,0.355016367828855,ABCF1/CD276/EBI3/EIF4G3/ICOSLG/JAK1/RASSF5/RBM23/XBP1,12
MAP2K1_vs_TNFAIP3,0.702061038320636,"",""
YEATS4_vs_TNFAIP3,0.106247429728841,CNPY3/FXR1/GBP2/IFITM2/IFNAR1/LGALS9/MRPL15/NMI/OTULIN/PTPRC/SELENOW/STMP1/ZMPSTE24,""
ATXN7L3_vs_TNFAIP3,8.67219704227148e-05,ABCF1/AL035446-1/ANKRD33B/ASS1/ATG12/BTG3/C16orf72/C1orf122/C1orf54/C5AR1/CD14/CD276/CD58/CELF1/CNPY3/CPD/DDX52/DNTTIP2/DOT1L/EBI3/EIF4G3/ELOA/FAAP20/FAM133B/FAM177A1/FAM96B/FXR1/GARS/GBP2/GBP3/H2AFJ/ICOSLG/IFITM2/IFNAR1/IKZF1/JAK1/KRR1/LGALS9/MAP3K7CL/MAP3K8/METTL9/MIR4435-2HG/MMADHC/MRPL15/MT-ND6/NINJ1/NMI/OTULIN/PAIP1/PJA2/PLCG2/PLD4/PPIC/PSMA1/PTPN1/PTPRC/PTPRJ/RAC2/RASSF5/RBM17/RBM23/RBMS1/RSRC2/SCNM1/SELENOW/SEPT11/SLFN5/SMARCA5/SMCO4/SNHG9/STIP1/STMP1/SUSD6/TIMMDC1/TNIP1/TRIB1/TROVE2/TXNL1/WDR26/WSB1/ZC3H12C/ZC3HAV1/ZFAND3/ZFR/ZMPSTE24,1/4/6/12
AHR_vs_TNFAIP3,0.292934473699949,ABCF1/CD276/EBI3/EIF4G3/ICOSLG/IKZF1/JAK1/PAIP1/RASSF5/RBM23,12
PRDM1_vs_TNFAIP3,0.819426025326596,"",""
JUNB_vs_TNFAIP3,0.754091745500635,"",""
TIRAP_vs_TNFAIP3,0.126067711943732,ASS1/C5AR1/CD14/CD58/CNPY3/CSNK1A1/FXR1/GBP2/HMGB3/IFITM2/LGALS9/MAP3K8/MRPL15/NMI/OTULIN/PSMA1/PTPN1/PTPRC/RAC2/SELENOW/SMARCA5/STIP1/STMP1/TNIP1/TRIB1/ZMPSTE24,6
TRIB1_vs_TNFAIP3,6.02896892872269e-05,C5AR1/CD58/CDC37/CNPY3/COL6A1/CRTAP/DOT1L/FXR1/GBP2/GBP3/HMGB3/IFITM2/IRAK2/LGALS9/MAP3K8/MRPL15/NMI/OTULIN/PJA2/PLCG2/PSMA1/PTPN1/PTPRC/PTPRJ/QKI/RAB1A/RAC2/RBBP6/SELENOW/SMARCA5/STIP1/STMP1/TNIP1/TRIB1/ZMPSTE24,4/6/14
PICALM_vs_TNFAIP3,0.54447097649034,"",""
EHMT2_vs_TNFAIP3,0.000886553439669359,AL035446-1/ANKRD33B/ATP6AP1/ATP6AP2/ATP6V1B2/BTG3/C16orf72/C1orf122/C1orf54/C4orf48/CD37/DDA1/DDX24/DDX52/DNTTIP2/ELOA/ETHE1/FAM133B/FAM96B/GARS/GLIPR1/GNAI3/H1FX/H2AFJ/LAMP1/MAP3K7CL/MIR4435-2HG/MMADHC/MT-ND6/NAPRT/PLXDC2/PNISR/PPIC/PRPF4B/PSAP/PSMD4/RBM17/RSRP1/SCNM1/SEPT11/SLFN5/THAP2/TIMMDC1/TROVE2/TXNL1/UBE2F/ZC3H12C/ZFAND3,1/2
STAT1_vs_TNFAIP3,0.208595972518739,"",""
RELA_vs_TNFAIP3,0.00184536548619651,ABCF1/ANP32A/CCAR1/CD276/DOT1L/EBI3/FAM89B/ICOSLG/JAK1/KIF5B/LAT2/MED13L/NQO1/POU2F2/PTPRJ/RASSF5/RBM23/SDF2L1/SEC63/SIL1/SKAP2/SYF2/TYMS/VCP,3/4/5/7/12/33
TLR1_vs_TNFAIP3,0.202071555401212,"",""
CEBPG_vs_TNFAIP3,0.609402061548597,"",""
IRAK1_vs_TNFAIP3,0.245861759730501,BAG1/CCAR1/COL6A1/CRTAP/HERPUD1/KRT10/MORF4L2/QKI/RBBP6/SDF2L1,7/14
MAP2K2_vs_TNFAIP3,0.32482426756945,CFLAR/CLIC4/COL6A1/CRTAP/EIF2S2/ENG/KCNQ4/QKI/RBBP6/ZFAND5,14
DNTTIP1_vs_TNFAIP3,0.0445826282108317,TYMS,33
HSP90B1_vs_TNFAIP3,0.0345778147364035,ANKRD11/ANXA1/C5AR1/CAST/CCAR1/CFLAR/CNPY3/COL6A1/CRTAP/CSNK1A1/ENG/FXR1/GBP2/IFITM2/IRAK2/LGALS9/MAP3K8/MRPL15/NINJ1/NMI/OTULIN/PJA2/PLCG2/PRDX1/PRDX4/PTPN1/PTPRC/PUM1/QKI/RAC2/RBBP6/RNASET2/SDF2L1/SELENOW/SMARCA5/STMP1/TNIP1/ZMPSTE24,6/7/14
IRAK4_vs_TNFAIP3,0.548952269484473,MED13L/POU2F2/SYF2/ZBTB10,3
TRAF6_vs_TNFAIP3,0.00124052485943365,ACSL1/ANKRD11/CALU/CFLAR/CLIC4/COL6A1/COPA/CRTAP/DEGS1/ENG/HSD17B12/KCNQ4/MGST3/PDLIM5/PLP2/PRDX4/PTPRJ/QKI/RAB21/RBBP6/RCN1/SEC11C/SELENOF/SSR1/UBE2J1/ZFAND5,4/8/14
IKBKB_vs_TNFAIP3,0.136798654533477,ANKRD11/COL6A1/CRTAP/DOT1L/ENG/HDAC9/PTEN/PTPRJ/QKI/RBBP6,4/14
RNF31_vs_TNFAIP3,0.0611045698199174,ANKRD11/COL6A1/CRTAP/DAZAP2/EMC10/ENG/KCMF1/KCNQ4/MRPS36/PRDX4/QKI/RBBP6/RCN1/RSF1/RTF2/SDHC/TAF11,14/35
MEF2C_vs_TNFAIP3,0.0097209296975132,ACSL1/ANXA1/ASS1/C5AR1/CALU/CCAR1/CD14/CD58/CNIH4/CNPY3/COPA/CSNK1A1/DEGS1/DNAJB14/ELOVL1/FXR1/GBP2/GBP3/HSD17B12/IFITM2/INSIG1/LGALS9/MAP3K8/MED13L/MGST3/MRPL15/NINJ1/NMI/NQO1/OSTC/OTULIN/PJA2/PLCG2/PTPN1/PTPRC/RAB1A/RAB1B/RAB21/RAC2/RNASET2/SAR1A/SDF2L1/SEC11C/SEC61A1/SELENOW/SMARCA5/SSR1/STIP1/STMP1/SYF2/TNIP1/TRIB1/ZC3HAV1/ZMPSTE24,3/6/7/8
SBDS_vs_TNFAIP3,0.678905945716952,"",""
CSNK1A1_vs_TNFAIP3,0.0234359833040243,ANXA1/ATOX1/ATP2A2/CNPY3/CORO1A/CPNE8/DOT1L/FXR1/GBP2/IFITM2/LGALS9/MRPL15/MT1E/NABP1/NINJ1/OTULIN/PLCG2/PSMA1/PTPN1/PTPRC/PTPRJ/RAC2/SELENOW/STIP1/STMP1/TMBIM6/TNIP1/TRIB1/VCP/ZMPSTE24,4/6/17
ARPC4_vs_TNFAIP3,0.955758907115215,"",""
PPP2R1A_vs_TNFAIP3,0.0198822242245873,SAR1B/SRM,""
MIDN_vs_TNFAIP3,0.179548236194763,"",""
XPR1_vs_TNFAIP3,0.825632244784088,ABCF1/ANKRD11/CD276/COL6A1/CRTAP/EIF4G3/ICOSLG/JAK1/KCNQ4/PRDX4/QKI/RASSF5/RBBP6/RBM23/RCN1,12/14
TYK2_vs_TNFAIP3,0.62793133640367,ANKRD11/COL6A1/CRTAP/QKI/RBBP6,14
CYLD_vs_TNFAIP3,0.8558055624663,"",""
ADO_vs_TNFAIP3,0.283807233030526,C1QBP/CCT7/CD276/DNPH1/EBI3/EIF4G3/EIF5A/FKBP1A/ICOSLG/IKZF1/JAK1/NDUFA11/NDUFAF8/PAIP1/PDCD5/RASSF5/RBM23/SAR1B/SKAP2/SRM/SSB/TKT/TUFM/VDAC1,12/34
PGM3_vs_TNFAIP3,0.495152485983235,"",""
MAPK1_vs_TNFAIP3,0.633504906185515,CCAR1,7
TLR2_vs_TNFAIP3,0.0851884204153139,"",""
STK11_vs_TNFAIP3,0.0858933912526066,"",""
SEPHS2_vs_TNFAIP3,0.0673951745940279,CD14/CD58/CNPY3/FXR1/GBP2/HMGB3/IFITM2/LGALS9/MAP3K8/MRPL15/NINJ1/NMI/OTULIN/PJA2/PLCG2/PTPN1/PTPRC/RAC2/SELENOW/SMARCA5/STIP1/STMP1/TNIP1/ZMPSTE24,6
STAT2_vs_TNFAIP3,0.541858028499626,"",""
MAP3K7_vs_TNFAIP3,0.0537641796473304,"",""
RAB5C_vs_TNFAIP3,0.711601232962495,ANP32A/ANXA4/BAG1/CAST/CCAR1/EMP1/GNAI3/LAMP1/MORF4L2/NQO1/PECAM1/PHLDA1/RPS6KA3/SDF2L1/SELENOS/STK17A/TNFAIP3/TOP1/YME1L1,2/7
ALG2_vs_TNFAIP3,0.58286993945334,"",""
MYD88_vs_JUNB,0.266264811943642,ARHGAP10/ARID4B/CCPG1/COMMD6/GMFG/HIVEP3/IQGAP1/MED28/MOB1A/NDFIP1/NUCB1/PRDM1/PSD3/PSME1/RUNX1/RUNX3/SELENOF/STAT3/TIPRL,3/14/18/19
IKBKG_vs_JUNB,0.136753949946469,ARGLU1/ARID4B/CCPG1/ETV3/HIVEP3/JUNB/KLF3/LMO2/MED28/MEIS2/NR3C1/PBX3/PCBP1/PRDM1/RBPJ/RUNX1/RUNX3/SATB1/SERTAD2/STAT3/ZBTB43,3
TAB1_vs_JUNB,0.782561715337742,"",""
IFNAR1_vs_JUNB,0.308850544811919,"",""
TXNDC17_vs_JUNB,0.278612886983554,"",""
FLI1_vs_JUNB,0.700156430423656,"",""
MAPK14_vs_JUNB,0.658990833816421,"",""
KIDINS220_vs_JUNB,0.0444339361946346,"",""
MAP2K1_vs_JUNB,0.0707547198335503,ARHGAP10/CDC42SE1/DENND3/GRB2/IQGAP1/MOB1A/NAA20/NDFIP1/NUCB1/PSD3/RASGEF1B/TIPRL,18
YEATS4_vs_JUNB,0.957134156107869,ADAM17/CD99/ITGAV/MS4A7/NORAD/OGFRL1/TPRA1/ZYX,13
ATXN7L3_vs_JUNB,0.760576757978553,C1orf54/CDC42SE1/CHCHD7/DDX52/FAM177A1/H1FX/H2AFJ/IQGAP1/METTL9/MOB1A/NDFIP1/NUCB1/PRPF4B/PSD3/PSMD4/SCNM1/SMCO4/SNHG9/TIMMDC1/TIPRL/TM2D2/UBE2F,1/18
AHR_vs_JUNB,0.440697689715081,ARGLU1/ARID4B/ATF4/BTG2/CCPG1/EDF1/HDGF/HIVEP3/IRF2BP2/JUNB/LCP2/LMO2/MED28/NCKAP1L/NECTIN2/PAIP1/PCBP1/PRDM1/RBM23/RIF1/RUNX1/SERTAD2/SFPQ/SKAP2/SYF2/TNFRSF9/ZBTB43,3/12
PRDM1_vs_JUNB,0.157171637524076,"",""
TNFAIP3_vs_JUNB,0.511505458247709,"",""
TIRAP_vs_JUNB,0.490297402724653,"",""
TRIB1_vs_JUNB,0.0499641413101619,ARHGAP10/CDC42SE1/GMFG/GRB2/IQGAP1/NDFIP1/NUCB1/PSD3/TIPRL,18
PICALM_vs_JUNB,0.150020368997725,ADAM10/AKIRIN1/PTP4A1,20
EHMT2_vs_JUNB,0.0441540544211564,"",""
STAT1_vs_JUNB,0.338182668431062,"",""
RELA_vs_JUNB,0.114260949032432,AIF1/APBB1IP/ARGLU1/ARID4B/BTG2/CCPG1/CNN2/HIVEP3/ITGAV/JUNB/LMO2/MED28/MS4A7/OGFRL1/PBX3/PCBP1/PPP1CB/PRDM1/PRKAR2A/RUNX3/SERTAD2/SFPQ/STAT3/TNS3/TPRA1/ZNF706/ZYX,3/13
TLR1_vs_JUNB,0.0966522714701338,"",""
CEBPG_vs_JUNB,0.607739867839433,"",""
IRAK1_vs_JUNB,0.419514809971063,ARGLU1/ARHGAP10/ARID4B/CCPG1/CDC42SE1/HIVEP3/IQGAP1/LMO2/MOB1A/NDFIP1/NUCB1/PBX3/PCBP1/PSD3/RUNX1/RUNX3/SATB1/TIPRL,3/18
MAP2K2_vs_JUNB,0.0148875527643918,ARID4B/CCPG1/HIVEP3/KRT10/LMO2/NUCB1/PCBP1/PDLIM5/PRDX4/QKI/RUNX1/RUNX3/SELENOF/SYF2/UXT,3/14/18
DNTTIP1_vs_JUNB,0.693462625875204,"",""
HSP90B1_vs_JUNB,0.435772173433689,ADAM10/AKIRIN1,20
IRAK4_vs_JUNB,0.0465504422868485,ARGLU1/ARHGAP10/ARID4B/CCPG1/CDC42SE1/CLEC11A/CNN2/DRAP1/ETV3/GMFG/GTF2I/HIVEP3/IER5/IL1A/IQGAP1/JUNB/KLF3/KLF5/LMO2/MANF/MED28/MEIS2/MOB1A/NAA20/NDFIP1/NUCB1/OSGIN2/PBX3/PCBP1/PPP1CB/PRDM1/PSD3/RASGEF1B/RBPJ/RUNX1/RUNX3/SERTAD2/SFPQ/STAT3/SYF2/TCF25/TIPRL/TPRA1,3/13/15/18
TRAF6_vs_JUNB,0.168957741685736,ARGLU1/CCPG1/HIVEP3/KRT10/LMO2/MED13L/PCBP1/QKI/RUNX1/RUNX3/SELENOF,3/14
IKBKB_vs_JUNB,0.765595470786327,APOC1/ARGLU1/ARID4B/AZIN1/CCND3/CCPG1/COMMD6/HIVEP3/KLF3/LMO2/MED28/NBN/PBX3/PCBP1/PIM1/PSME1/RPS27L/RUNX1/RUNX3/SATB1/SERTAD2/STAT3/SYF2,3/19
RNF31_vs_JUNB,0.395526719520184,ARL6IP5/CAPRIN1/MRFAP1/MRPL20/MRPS10/OCIAD1/PRDX4/PSMD13/SELENOF/YTHDF2,14/35
